configuration,model,reasoning,case,arm,k,valid draws used,option 1,option 2,option 3,option 4,modal,modal share,strict majority,grant share,ground 1,ground 2,ground 3,ground 4,ground 5,modal ground,failed draws
terra,gpt-5.6-terra,medium,C1292,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,13,0,13,5,0,none,none
terra,gpt-5.6-terra,medium,C1316,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra,gpt-5.6-terra,medium,C1387,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,30,0,1,0,0,1,none
terra,gpt-5.6-terra,medium,C1423,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra,gpt-5.6-terra,medium,C1460,de-lit,31,31,0,1,30,0,3,0.9677419355,3,0.0322580645,27,0,4,0,0,1,none
terra,gpt-5.6-terra,medium,C1621,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,9,0,22,0,0,3,none
terra,gpt-5.6-terra,medium,C0990,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra,gpt-5.6-terra,medium,C1026,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra,gpt-5.6-terra,medium,C1099,de-eng,31,31,2,0,29,0,3,0.935483871,3,0.064516129,21,3,7,0,0,1,none
terra,gpt-5.6-terra,medium,C1195,de-eng,31,31,0,2,29,0,3,0.935483871,3,0.064516129,28,0,3,0,0,1,none
terra,gpt-5.6-terra,medium,C1292,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,29,0,2,0,0,1,none
terra,gpt-5.6-terra,medium,C1316,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra,gpt-5.6-terra,medium,C1387,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra,gpt-5.6-terra,medium,C1423,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra,gpt-5.6-terra,medium,C1460,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra,gpt-5.6-terra,medium,C1621,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,10,0,21,0,0,3,none
terra-off,gpt-5.6-terra,none,C0990,gr,62,62,0,0,62,0,3,1.0,3,0.0,61,0,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1026,gr,62,62,0,0,62,0,3,1.0,3,0.0,54,0,8,0,0,1,none
terra-off,gpt-5.6-terra,none,C1099,gr,62,62,0,0,62,0,3,1.0,3,0.0,16,0,46,0,0,3,none
terra-off,gpt-5.6-terra,none,C1195,gr,62,62,0,0,62,0,3,1.0,3,0.0,61,0,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1292,gr,62,62,15,8,39,0,3,0.6290322581,3,0.3709677419,36,3,3,20,0,1,none
terra-off,gpt-5.6-terra,none,C1316,gr,62,62,0,0,62,0,3,1.0,3,0.0,61,0,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1387,gr,62,62,0,0,62,0,3,1.0,3,0.0,59,0,3,0,0,1,none
terra-off,gpt-5.6-terra,none,C1423,gr,62,62,0,0,62,0,3,1.0,3,0.0,62,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1460,gr,62,62,0,0,62,0,3,1.0,3,0.0,23,0,39,0,0,3,none
terra-off,gpt-5.6-terra,none,C1621,gr,62,62,0,0,62,0,3,1.0,3,0.0,24,0,38,0,0,3,none
terra-off,gpt-5.6-terra,none,C0990,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,30,0,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1026,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1099,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,10,0,21,0,0,3,none
terra-off,gpt-5.6-terra,none,C1195,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1292,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,1,0,6,24,0,4,none
terra-off,gpt-5.6-terra,none,C1316,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,29,1,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1387,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1423,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,29,0,2,0,0,1,none
terra-off,gpt-5.6-terra,none,C1460,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1621,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,2,0,29,0,0,3,none
terra-off,gpt-5.6-terra,none,C0990,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,29,0,2,0,0,1,none
terra-off,gpt-5.6-terra,none,C1026,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1099,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,20,0,11,0,0,1,none
terra-off,gpt-5.6-terra,none,C1195,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,30,0,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1292,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,2,3,9,17,0,4,none
terra-off,gpt-5.6-terra,none,C1316,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1387,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,25,0,6,0,0,1,none
terra-off,gpt-5.6-terra,none,C1423,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,30,0,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1460,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,29,0,2,0,0,1,none
terra-off,gpt-5.6-terra,none,C1621,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,20,0,11,0,0,1,none
terra-off,gpt-5.6-terra,none,C0990,en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1026,en,31,31,0,0,31,0,3,1.0,3,0.0,30,0,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1099,en,31,31,0,0,31,0,3,1.0,3,0.0,21,4,6,0,0,1,none
terra-off,gpt-5.6-terra,none,C1195,en,31,31,0,0,31,0,3,1.0,3,0.0,30,0,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1292,en,31,31,0,0,31,0,3,1.0,3,0.0,7,8,11,5,0,3,none
terra-off,gpt-5.6-terra,none,C1316,en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1387,en,31,31,0,0,31,0,3,1.0,3,0.0,24,0,7,0,0,1,none
terra-off,gpt-5.6-terra,none,C1423,en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1460,en,31,31,0,0,31,0,3,1.0,3,0.0,29,0,2,0,0,1,none
terra-off,gpt-5.6-terra,none,C1621,en,31,31,0,0,31,0,3,1.0,3,0.0,27,0,4,0,0,1,none
terra-off,gpt-5.6-terra,none,C0990,de-lit,31,31,1,0,30,0,3,0.9677419355,3,0.0322580645,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1026,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,17,0,14,0,0,1,none
terra-off,gpt-5.6-terra,none,C1099,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,9,5,17,0,0,3,none
terra-off,gpt-5.6-terra,none,C1195,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,16,0,15,0,0,1,none
terra-off,gpt-5.6-terra,none,C1292,de-lit,31,31,10,6,15,0,3,0.4838709677,none,0.5161290323,18,0,12,1,0,1,none
terra-off,gpt-5.6-terra,none,C1316,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,30,0,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1387,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,30,0,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1423,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,30,0,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1460,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,30,0,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1621,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,28,0,3,0,0,1,none
terra-off,gpt-5.6-terra,none,C0990,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1026,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,30,0,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1099,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,19,11,1,0,0,1,none
terra-off,gpt-5.6-terra,none,C1195,de-eng,31,31,0,1,30,0,3,0.9677419355,3,0.0322580645,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1292,de-eng,31,31,1,1,29,0,3,0.935483871,3,0.064516129,6,16,0,9,0,2,none
terra-off,gpt-5.6-terra,none,C1316,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,30,1,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1387,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1423,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1460,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
terra-off,gpt-5.6-terra,none,C1621,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,24,0,7,0,0,1,none
sonnet,claude-sonnet-5,medium,C0990,gr,62,62,0,18,44,0,3,0.7096774194,3,0.2903225806,56,0,6,0,0,1,none
sonnet,claude-sonnet-5,medium,C1026,gr,62,62,0,1,61,0,3,0.9838709677,3,0.0161290323,58,0,4,0,0,1,none
sonnet,claude-sonnet-5,medium,C1099,gr,62,62,0,0,62,0,3,1.0,3,0.0,15,5,42,0,0,3,none
sonnet,claude-sonnet-5,medium,C1195,gr,62,62,0,5,57,0,3,0.9193548387,3,0.0806451613,39,0,23,0,0,1,none
sonnet,claude-sonnet-5,medium,C1292,gr,62,62,0,8,54,0,3,0.8709677419,3,0.1290322581,26,5,29,2,0,3,none
sonnet,claude-sonnet-5,medium,C1316,gr,62,62,0,5,57,0,3,0.9193548387,3,0.0806451613,46,13,3,0,0,1,none
sonnet,claude-sonnet-5,medium,C1387,gr,62,62,0,0,62,0,3,1.0,3,0.0,27,0,35,0,0,3,none
sonnet,claude-sonnet-5,medium,C1423,gr,62,62,0,20,42,0,3,0.6774193548,3,0.3225806452,49,0,13,0,0,1,none
sonnet,claude-sonnet-5,medium,C1460,gr,62,62,0,17,45,0,3,0.7258064516,3,0.2741935484,59,3,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1621,gr,62,62,0,0,62,0,3,1.0,3,0.0,9,0,53,0,0,3,none
sonnet,claude-sonnet-5,medium,C0990,bt-en,31,31,0,18,13,0,2,0.5806451613,2,0.5806451613,29,0,2,0,0,1,none
sonnet,claude-sonnet-5,medium,C1026,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1099,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,9,2,20,0,0,3,none
sonnet,claude-sonnet-5,medium,C1195,bt-en,31,31,0,3,28,0,3,0.9032258065,3,0.0967741935,27,0,4,0,0,1,none
sonnet,claude-sonnet-5,medium,C1292,bt-en,31,31,0,2,29,0,3,0.935483871,3,0.064516129,16,5,10,0,0,1,none
sonnet,claude-sonnet-5,medium,C1316,bt-en,31,31,0,4,27,0,3,0.8709677419,3,0.1290322581,26,0,5,0,0,1,none
sonnet,claude-sonnet-5,medium,C1387,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,15,0,16,0,0,3,none
sonnet,claude-sonnet-5,medium,C1423,bt-en,31,31,0,17,14,0,2,0.5483870968,2,0.5483870968,28,0,3,0,0,1,none
sonnet,claude-sonnet-5,medium,C1460,bt-en,31,31,0,6,25,0,3,0.8064516129,3,0.1935483871,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1621,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,1,0,30,0,0,3,none
sonnet,claude-sonnet-5,medium,C0990,bt-de,31,31,0,8,23,0,3,0.7419354839,3,0.2580645161,30,0,1,0,0,1,none
sonnet,claude-sonnet-5,medium,C1026,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1099,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,12,0,19,0,0,3,none
sonnet,claude-sonnet-5,medium,C1195,bt-de,31,31,0,8,23,0,3,0.7419354839,3,0.2580645161,25,0,6,0,0,1,none
sonnet,claude-sonnet-5,medium,C1292,bt-de,31,31,0,3,28,0,3,0.9032258065,3,0.0967741935,17,7,7,0,0,1,none
sonnet,claude-sonnet-5,medium,C1316,bt-de,31,31,0,4,27,0,3,0.8709677419,3,0.1290322581,23,6,2,0,0,1,none
sonnet,claude-sonnet-5,medium,C1387,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,26,0,5,0,0,1,none
sonnet,claude-sonnet-5,medium,C1423,bt-de,31,31,0,18,13,0,2,0.5806451613,2,0.5806451613,25,0,6,0,0,1,none
sonnet,claude-sonnet-5,medium,C1460,bt-de,31,31,0,7,24,0,3,0.7741935484,3,0.2258064516,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1621,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,2,0,29,0,0,3,none
sonnet,claude-sonnet-5,medium,C0990,en,31,31,0,1,30,0,3,0.9677419355,3,0.0322580645,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1026,en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1099,en,31,31,0,0,31,0,3,1.0,3,0.0,22,3,6,0,0,1,none
sonnet,claude-sonnet-5,medium,C1195,en,31,31,0,1,30,0,3,0.9677419355,3,0.0322580645,30,0,1,0,0,1,none
sonnet,claude-sonnet-5,medium,C1292,en,31,31,0,1,30,0,3,0.9677419355,3,0.0322580645,27,2,2,0,0,1,none
sonnet,claude-sonnet-5,medium,C1316,en,31,31,0,0,31,0,3,1.0,3,0.0,20,0,9,2,0,1,none
sonnet,claude-sonnet-5,medium,C1387,en,31,31,0,0,31,0,3,1.0,3,0.0,26,0,5,0,0,1,none
sonnet,claude-sonnet-5,medium,C1423,en,31,31,0,2,29,0,3,0.935483871,3,0.064516129,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1460,en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1621,en,31,31,0,0,31,0,3,1.0,3,0.0,18,0,13,0,0,1,none
sonnet,claude-sonnet-5,medium,C0990,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1026,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1099,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,16,4,11,0,0,1,none
sonnet,claude-sonnet-5,medium,C1195,de-lit,31,31,0,1,30,0,3,0.9677419355,3,0.0322580645,29,0,2,0,0,1,none
sonnet,claude-sonnet-5,medium,C1292,de-lit,31,31,0,4,27,0,3,0.8709677419,3,0.1290322581,3,1,27,0,0,3,none
sonnet,claude-sonnet-5,medium,C1316,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,20,2,9,0,0,1,none
sonnet,claude-sonnet-5,medium,C1387,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,15,0,16,0,0,3,none
sonnet,claude-sonnet-5,medium,C1423,de-lit,31,31,0,8,23,0,3,0.7419354839,3,0.2580645161,30,0,1,0,0,1,none
sonnet,claude-sonnet-5,medium,C1460,de-lit,31,31,0,1,30,0,3,0.9677419355,3,0.0322580645,29,2,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1621,de-lit,31,31,0,0,31,0,3,1.0,3,0.0,11,0,20,0,0,3,none
sonnet,claude-sonnet-5,medium,C0990,de-eng,31,31,0,1,30,0,3,0.9677419355,3,0.0322580645,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1026,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1099,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,22,9,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1195,de-eng,31,31,0,1,30,0,3,0.9677419355,3,0.0322580645,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1292,de-eng,31,31,0,2,29,0,3,0.935483871,3,0.064516129,28,0,3,0,0,1,none
sonnet,claude-sonnet-5,medium,C1316,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,29,1,1,0,0,1,none
sonnet,claude-sonnet-5,medium,C1387,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,29,0,2,0,0,1,none
sonnet,claude-sonnet-5,medium,C1423,de-eng,31,31,0,5,24,2,3,0.7741935484,3,0.1612903226,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1460,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
sonnet,claude-sonnet-5,medium,C1621,de-eng,31,31,0,0,31,0,3,1.0,3,0.0,17,0,14,0,0,1,none
gemini,gemini-3.6-flash,medium,C0990,gr,62,62,40,0,22,0,1,0.6451612903,1,0.6451612903,62,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1026,gr,62,62,0,0,62,0,3,1.0,3,0.0,62,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1099,gr,62,62,3,0,59,0,3,0.9516129032,3,0.0483870968,62,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1195,gr,62,62,0,0,62,0,3,1.0,3,0.0,62,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1292,gr,62,62,0,0,62,0,3,1.0,3,0.0,62,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1316,gr,62,62,0,0,62,0,3,1.0,3,0.0,62,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1387,gr,62,62,0,0,62,0,3,1.0,3,0.0,62,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1423,gr,62,62,0,0,62,0,3,1.0,3,0.0,62,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1460,gr,62,62,0,0,62,0,3,1.0,3,0.0,62,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1621,gr,62,62,0,0,62,0,3,1.0,3,0.0,61,0,1,0,0,1,none
gemini,gemini-3.6-flash,medium,C0990,bt-en,31,31,16,0,15,0,1,0.5161290323,1,0.5161290323,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1026,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1099,bt-en,31,31,5,0,26,0,3,0.8387096774,3,0.1612903226,28,3,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1195,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1292,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1316,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1387,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1423,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1460,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1621,bt-en,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C0990,bt-de,31,31,13,0,18,0,3,0.5806451613,3,0.4193548387,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1026,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1099,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1195,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1292,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1316,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1387,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1423,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1460,bt-de,31,31,8,0,23,0,3,0.7419354839,3,0.2580645161,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C1621,bt-de,31,31,0,0,31,0,3,1.0,3,0.0,31,0,0,0,0,1,none
gemini,gemini-3.6-flash,medium,C0990,en,31,31,17,0,14,0,1,0.5483870968,1,0.5483870968,31,0,0,0,0,1,none
